Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL1042,CHOLECALCIFEROL,4,384.65,1,7.62,VD3,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL452,CLONAZEPAM,4,315.72,0,3.04,clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL1258783,,None,480.46,1,6.76,12c,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)/C=C/CC(F)(C(F)(F)F)C(F)(F)F,IC50,'<',15848.93,nM,,,,UO_0000065,,,,,0,CHEMBL1259731,Antagonist activity at ERalpha-LBD in human U2OS cells transfected with Gal4-DBD assessed as inhibition of transactivation activity after 18 hrs by luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,U2OS,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1255573,1,Scientific Literature,J Med Chem,2010,CHEMBL3307757,,,,4.8
CHEMBL3288736,,None,391.56,1,5.12,8,CN(C)CCOc1ccc(C23CC4CC(CC(c5ccc(O)cc5)(C4)C2)C3)cc1,IC50,'=',1060,nM,5.97,,,UO_0000065,15.26,0.28,0.85,18.27,0,CHEMBL3292467,Antagonist activity at estrogen receptor in human MCF7 cells assessed as inhibition of estradiol-induced cell proliferation after 5 days by WST-8 assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3286276,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3308403,,,,1.06
CHEMBL267894,AMOBARBITAL,4,226.28,0,1.18,Amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL83,TAMOXIFEN,4,371.52,1,6,2,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',60.9,nM,7.21,,,UO_0000065,19.42,0.35,1.22,57.86,0,CHEMBL3382767,Binding affinity to human ERalpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3352633,1,Scientific Literature,J Med Chem,2014,None,,,,60.9
CHEMBL3360851,,None,377.4,0,3.24,28,O=C1[C@@H](C(O)c2ccc(O)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3382763,Displacement of fluorescein-labeled estrogen from human recombinant ERalpha by fluorescence polarization based competitive binding affinity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3352633,1,Scientific Literature,J Med Chem,2014,None,,,,
CHEMBL3774510,,None,433.47,1,5.1,28a,C[C@H](CF)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,IC50,'=',0.69,nM,9.16,,,UO_0000065,21.13,0.4,4.06,15.08,0,CHEMBL3776150,Displacement of fluormone ES2 from GST-tagged recombinant human ERalpha LBD after 1 hr by Lanthascreen TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3774369,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,,0.69
CHEMBL3775329,,None,395.5,0,4.11,19,COC[C@H](C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2C[C@H]1C,IC50,'=',83,nM,7.08,,,UO_0000065,17.9,0.33,2.97,10.12,0,CHEMBL3776150,Displacement of fluormone ES2 from GST-tagged recombinant human ERalpha LBD after 1 hr by Lanthascreen TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3774369,1,Scientific Literature,ACS Med Chem Lett,2016,None,,,,83
CHEMBL1669776,,None,376.45,0,4.37,18d,CC(=O)Oc1cc2c(c(OC(C)=O)c1)C(=O)OCCCCCCCCCC2,IC50,'>',10000,nM,,,,UO_0000065,,,,,0,CHEMBL1670279,Inhibition of ERalpha ligand binding domain expressed in HEK293T cells,B,BAO_0000219,cell-based format,None,None,None,HEK-293T,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1667826,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3706569,,,,10
CHEMBL135,ESTRADIOL,4,272.39,0,3.61,17-beta-Estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',46,nM,7.34,,,UO_0000065,26.94,0.5,3.73,18.13,1,CHEMBL1663610,Inhibition of human estrogen receptor beta,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1649335,1,Scientific Literature,Bioorg Med Chem,2010,None,,,,46
CHEMBL5969609,,None,498.52,1,5.71,BDBM361496,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(NCCNCCCF)c2F)N1CC(F)(F)F,IC50,'=',2.2,nM,8.66,,714632,UO_0000065,17.37,0.34,2.95,20.09,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5771369,,None,500.59,1,4.49,BDBM361565,Cc1c(OCCN(C)CCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CCC(=O)O,IC50,'=',1.8,nM,8.74,,714769,UO_0000065,17.47,0.33,4.25,10.7,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5970123,,None,477.55,1,5.13,BDBM361503,Cc1c(NCCNCCCF)ccnc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,IC50,'=',3.3,nM,8.48,,714647,UO_0000065,17.76,0.34,3.35,15.15,0,CHEMBL5733100,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5408358,,None,514.62,1,4.74,BDBM361553,Cc1c(OCCN(C)CCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@H](C)C(=O)O,IC50,'=',0.35,nM,9.46,,714747,UO_0000065,18.37,0.35,4.72,11.58,0,CHEMBL5733100,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5919312,,None,549.61,2,5.97,BDBM361556,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCN(C)CCCF)c2C(F)F)N1C[C@H](C)C(=O)O,IC50,'=',1.1,nM,8.96,,714751,UO_0000065,16.3,0.31,2.99,13.02,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5788221,,None,519.58,2,5.19,BDBM361562,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)ccc(OCCN(C)CCCF)c2F)N1CC1(F)COC1,IC50,'=',1.2,nM,8.92,,714763,UO_0000065,17.17,0.33,3.73,21.9,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5845527,,None,536.48,2,5.86,BDBM361536,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(Cl)ccc(OCCNCCCF)c2Cl)N1C[C@H](C)C(=O)O,IC50,'=',3.4,nM,8.47,,714712,UO_0000065,15.79,0.32,2.61,10.91,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL6023304,,None,574.98,2,5.28,BDBM361550,C[C@@H](CN1[C@H](c2c(F)cnc(OCCNCCCF)c2Cl)c2[nH]c3ccccc3c2C[C@H]1C(F)(F)F)C(=O)O,IC50,'=',1.5,nM,8.82,,714740,UO_0000065,15.35,0.31,3.54,9.75,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5787348,,None,523.55,1,4.26,BDBM300929,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,IC50,'=',13000,nM,4.89,,887472,UO_0000065,9.33,0.18,0.63,7.25,0,CHEMBL5735026,Binding Assay: ER: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alpha-LBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL330307,,None,492.64,0,4.51,11f,Cc1ccc(S(=O)(=O)N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',24.8,nM,7.61,,,UO_0000065,15.44,0.3,3.1,10.85,0,CHEMBL679891,In vitro concentration required to inhibit [3H]estradiol binding to human estrogen receptor alpha expressed in 293T cells,B,BAO_0000219,cell-based format,None,None,None,293T,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146753,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,24.8
CHEMBL5886097,,None,621.68,1,4.21,BDBM445053,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@H]1[C@@H]3C[C@H]4O[C@@H](c5ccc(Cc6ccc(N)cc6)c(O)c5)O[C@@]4(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,IC50,'=',30000,nM,4.52,,910808,UO_0000065,7.28,0.14,0.31,3.25,0,CHEMBL5735245,Estrogen Receptor Binding Assay: Small molecules were tested for estrogen receptor (ER) alpha binding using a modification of the LanthaScreen® TR-FRET Estrogen Receptor Alpha Coactivator Assay (Thermofisher cat # A15885) where the fluorescein-labeled coactivator peptide was replaced with Fluormone ES2 Green (Thermofisher cat # PV6045) to improve assay signal. Briefly,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5433271,,None,569.7,1,4.46,BDBM445033,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](c3ccc(Cc4cccc(N)c4)cc3)O[C@]12C(=O)CO,IC50,'=',30000,nM,4.52,,910741,UO_0000065,7.94,0.15,0.06,3.8,0,CHEMBL5735245,Estrogen Receptor Binding Assay: Small molecules were tested for estrogen receptor (ER) alpha binding using a modification of the LanthaScreen® TR-FRET Estrogen Receptor Alpha Coactivator Assay (Thermofisher cat # A15885) where the fluorescein-labeled coactivator peptide was replaced with Fluormone ES2 Green (Thermofisher cat # PV6045) to improve assay signal. Briefly,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL134174,,None,479.01,0,4.98,17,Cc1c(Cl)c2c(c(O)c1C=O)CC(CC(C)(O)/C=C/[C@@]1(C)[C@H](C)CCC3(OCCO3)[C@@H]1C)O2,IC50,,,nM,,,,UO_0000065,,,,,0,CHEMBL677872,Minimum effective concentration required to inhibit Estrogen receptor 1 (ER alpha); Not detected,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145088,1,Scientific Literature,J Med Chem,2003,None,,,Not active,
CHEMBL135,ESTRADIOL,4,272.39,0,3.61,estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',1.3,nM,8.89,,,UO_0000065,32.62,0.61,5.28,21.96,0,CHEMBL677477,Binding affinity for human estrogen receptor alpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148423,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,1.3
CHEMBL98470,,None,470.66,1,6.32,19e,CC(C)c1ccc(N2CCc3cc(O)ccc3C2(C)c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',44,nM,7.36,,,UO_0000065,15.63,0.29,1.04,20.47,0,CHEMBL682290,Inhibitory concentration against estrogen receptor alpha using radioligand binding assay.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145829,1,Scientific Literature,J Med Chem,2003,None,,,,44
CHEMBL77794,,None,241.25,0,2.61,4a,Oc1ccc(C2=Nc3ccc(O)cc3OC2)cc1,IC50,'=',16000,nM,4.8,,,UO_0000065,19.88,0.36,2.19,7.73,0,CHEMBL676819,Binding affinity towards estrogen receptor alpha by [3H]17-beta-estradiol displacement.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148236,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,16000
CHEMBL1333664,,None,354.41,0,2.53,SID861478,Nc1ccccc1N/C=C1\C(=O)NC(=O)N(CCC2=CCCCC2)C1=O,IC50,'>',50000,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,50
CHEMBL1349347,,None,480.89,0,3.5,SID14734098,O=C(NNC(=O)c1ccc(SCC2CCCO2)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1,IC50,'=',23306.11,nM,4.63,,Active,UO_0000065,9.63,0.2,1.13,3.01,0,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,23.30611
CHEMBL1389780,,None,337.45,0,2.75,SID7970048,O=S(=O)(NCc1csc(-c2cccnc2)n1)c1cccs1,IC50,'=',18045.36,nM,4.74,,Active,UO_0000065,14.06,0.31,1.99,6.59,0,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,18.04536
CHEMBL5739687,,None,625.72,2,7.76,BDBM269429,CC(C)c1ccccc1-c1sc2cc(OCN3C(=O)c4ccccc4S3(=O)=O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,IC50,'=',44,nM,7.36,,510605,UO_0000065,11.76,0.23,-0.4,6.68,0,CHEMBL5731053,ER Transcription Assay (MCF7 Cells): The ER transcription assay is a reporter assay that is based on the ability of ER to induce transcription from a luciferase reporter gene containing estrogen response elements (EREs) in the promoter/enhancer region. When the reporter gene is transfected in MCF7 cells (containing endogenous ER),,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL6008975,,None,444.55,1,7.68,BDBM269431,CCC(C)c1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,IC50,'=',0.2,nM,9.7,,510608,UO_0000065,21.82,0.41,2.02,14.53,0,CHEMBL5731054,ERalpha Degradation (MCF7 Cells): Plate MCF7 cells at 0.3 million cells/mL (100 l/well) in black,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5917095,,None,456.56,1,7.82,BDBM269432,O=C(O)/C=C/c1ccc(Oc2c(-c3ccccc3C3CCCC3)sc3cc(O)ccc23)cc1,IC50,'=',14,nM,7.85,,510609,UO_0000065,17.2,0.33,0.03,11.76,0,CHEMBL5731053,ER Transcription Assay (MCF7 Cells): The ER transcription assay is a reporter assay that is based on the ability of ER to induce transcription from a luciferase reporter gene containing estrogen response elements (EREs) in the promoter/enhancer region. When the reporter gene is transfected in MCF7 cells (containing endogenous ER),,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5808321,,None,488.6,1,5.9,BDBM263774,COc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cn1,IC50,'=',19,nM,7.72,,501182,UO_0000065,15.8,0.29,1.82,14.08,0,CHEMBL5730981,Estrogen Receptor Coactivator Assay: It is a competition assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5984182,,None,528.01,2,7.43,BDBM263787,Oc1ccc2c(c1F)CCCC(c1ccc(Cl)cc1F)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,IC50,'=',76,nM,7.12,,501220,UO_0000065,13.48,0.26,-0.31,21.77,0,CHEMBL5730980,Estrogen Receptor Coactivator Assay: It is a competition assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5972424,,None,528.01,2,7.43,BDBM263788,Oc1ccc2c(c1F)CCCC(c1cccc(F)c1Cl)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,IC50,'=',2,nM,8.7,,501222,UO_0000065,16.48,0.32,1.27,26.6,0,CHEMBL5730979,Estrogen Receptor Coactivator Assay: It is a competition assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1341057,,None,380.54,0,3.74,SID14722605,CCCN(CCC)S(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1,IC50,'=',16658.15,nM,4.78,,Active,UO_0000065,12.56,0.26,1.04,7.19,0,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,16.65815
CHEMBL1449885,,None,421.41,0,2.18,SID3712315,CCCn1nc(C(=O)OCC(=O)c2ccc3c(c2)NC(=O)CO3)c2ccccc2c1=O,IC50,'=',37919.19,nM,4.42,,Not Active,UO_0000065,10.49,0.19,2.24,3.79,0,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,37.91919
CHEMBL1342736,,None,442.57,0,4.13,SID863787,CSc1nc(NCCOCCO)c2sc3nc(-c4ccco4)c4c(c3c2n1)CCC4,IC50,'>',50000,nM,,,Not Active,UO_0000065,,,,,0,CHEMBL1614199,PUBCHEM_BIOASSAY: Estrogen Receptor-alpha Coactivator Binding Inhibitors Dose Response Confirmation. (Class of assay: confirmatory) [Related pubchem assays: 629 (Primary screen preceding this dose response confirmation assay.)],B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,None,,,,50
CHEMBL135,ESTRADIOL,4,272.39,0,3.61,17-beta-estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',5.9,nM,8.23,,,UO_0000065,30.21,0.56,4.62,20.34,0,CHEMBL682292,Displacement of [3H]17-beta-estradiol from human estrogen receptor alpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132343,1,Scientific Literature,J Med Chem,1999,None,,,,5.9
CHEMBL319211,,None,446.57,1,5.33,19g,CC1(c2ccc(OCCN3CCCC3)cc2)c2ccc(O)cc2CCN1c1cccc(F)c1,IC50,'=',39,nM,7.41,,,UO_0000065,16.59,0.31,2.08,20.61,0,CHEMBL682290,Inhibitory concentration against estrogen receptor alpha using radioligand binding assay.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145829,1,Scientific Literature,J Med Chem,2003,None,,,,39
CHEMBL1405,ESTRONE,4,270.37,0,3.82,Estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,IC50,'=',210,nM,6.68,,,UO_0000065,24.7,0.46,2.86,17.9,0,CHEMBL676819,Binding affinity towards estrogen receptor alpha by [3H]17-beta-estradiol displacement.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148236,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,210
CHEMBL133882,,None,404.93,1,5.45,18,Cc1c(Cl)c(O)c2c(c1C=O)OC(C)(/C=C/[C@]1(C)C(C)C(=O)CC[C@H]1C)CC2,IC50,,,nM,,,,UO_0000065,,,,,0,CHEMBL677872,Minimum effective concentration required to inhibit Estrogen receptor 1 (ER alpha); Not detected,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145088,1,Scientific Literature,J Med Chem,2003,None,,,Not active,
CHEMBL4163162,,None,457.57,1,6.03,14c,CC1=C(c2cccc(O)c2)C(c2ccc(OCCN3CCCCC3)cc2)Oc2ccc(O)cc21,IC50,'=',0.2,nM,9.7,,,UO_0000065,21.2,0.39,3.67,15.6,0,CHEMBL4151744,Induction of ERalpha degradation in human MCF7 cells in phenol red free RPMI medium containing 5% charcoal dextran-treated FBS incubated for 4 hrs by SP1 and anti-ER rabbit monocolnal antibody based in-cell Western assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF7,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4145684,1,Scientific Literature,J Med Chem,2018,None,,,,0.2
