Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL1200845,HALCINONIDE,4,454.97,0,3.89,HALCINONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL1200545,DIFLORASONE DIACETATE,4,494.53,0,2.99,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL153405,,None,482.03,0,3.36,17,CN(CCCc1ccc(Cl)cc1)c1nc(NCCc2ccc(O)cc2)nc(N2CCNCC2)n1,IC50,'=',110,nM,6.96,,,UO_0000065,14.44,0.28,3.6,7.78,0,CHEMBL679892,In vitro inhibition of transcriptional activation induced by 1 nM 17-beta estradiol in T47D cells expressing estrogen receptor alpha,B,BAO_0000219,cell-based format,Homo sapiens,None,None,T47D,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135674,1,Scientific Literature,J Med Chem,2002,CHEMBL3307606,,,,110
CHEMBL371788,,None,268.27,0,2.93,34,CC1=C(c2ccc(O)cc2)C(=O)c2c(O)cc(O)cc21,IC50,'=',31,nM,7.51,,,UO_0000065,27.99,0.51,4.58,9.66,0,CHEMBL829337,Inhibition of human estrogen receptor alpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139570,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,31
CHEMBL5887380,,None,450.61,0,4.41,BDBM301003,CC(C)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cn2)c2ccc3[nH]ncc3c2C[C@H]1C,IC50,'=',8.9,nM,8.05,,1017660,UO_0000065,17.87,0.33,3.64,13.4,1,CHEMBL5736613,Binding Assay: The assay was performed as follows with all reagent additions carried out using the Beckman Coulter BioRAPTR FRD microfluidic workstation:1. Acoustic dispense 120 nL of the test compound into a black low volume 384 well assay plates.2. Prepare 1×ER alpha-LBD/Tb-antiGST Ab in ES2 screening buffer and incubate for 15 minutes.3. Dispense 6 μL of the 1×AR-LBD/Tb-anti-GST Ab reagent into each well of the assay plate followed by 6 μL of Fluorophore reagent into each well of the assay plate4. Cover the assay plate to protect the reagents from light and evaporation,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL101083,,None,460.59,1,5.72,20c,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,IC50,'=',1.9,nM,8.72,,,UO_0000065,18.93,0.35,3,24.27,0,CHEMBL682289,Inhibitory concentration against estrogen receptor alpha using estrogen response element (ERE) assay.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1145829,1,Scientific Literature,J Med Chem,2003,None,,,,1.9
CHEMBL5829633,,None,547.77,2,5.36,BDBM485072,CC(C)N1CCN(c2ccc(/C(=C(/CCCO)c3ccccc3)c3ccc(NCS(C)(=O)=O)cc3)cc2)CC1,IC50,'=',413,nM,6.38,,1005526,UO_0000065,11.65,0.22,1.02,8.76,0,CHEMBL5736480,Binding Assay: ERRα/ERRβ/ERα : In an ERR beta binding assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4802454,,None,473.61,0,4.96,BDBM485075,OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2CCC[C@@H]2CO)cc1)c1ccccc1,IC50,'=',408,nM,6.39,,1005538,UO_0000065,13.49,0.25,1.43,8.73,0,CHEMBL5736480,Binding Assay: ERRα/ERRβ/ERα : In an ERR beta binding assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL686,MEFENAMIC ACID,4,241.29,0,3.75,MEFENAMIC ACID,Cc1cccc(Nc2ccccc2C(=O)O)c1C,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL30950,,None,473.57,1,5.37,11,Cc1cc(O)cc2c1C(=O)[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',14,nM,7.85,,,UO_0000065,16.58,0.31,2.48,9.91,0,CHEMBL676818,Binding affinity against human estrogen receptor alpha in competitive binding assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147620,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,14
CHEMBL222501,,None,334.3,0,4.32,11g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL373743,,None,296.35,0,4.66,11f,Oc1ccc(-c2nn(C3CCCC3)c3c(F)cccc23)cc1,IC50,'=',18,nM,7.75,,,UO_0000065,26.13,0.48,3.08,20.35,0,CHEMBL916819,Activity at human ERalpha expressed in HAECT1 cells assessed as inhibition of NF-kappaB transcription,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HAECT1,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149265,1,Scientific Literature,J Med Chem,2004,None,,,,18
CHEMBL5887380,,None,450.61,0,4.41,BDBM301003,CC(C)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cn2)c2ccc3[nH]ncc3c2C[C@H]1C,IC50,'=',0.55,nM,9.26,,575998,UO_0000065,20.55,0.38,4.85,15.41,0,CHEMBL5731673,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4749269,,None,472.56,0,4.4,BDBM301004,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cn2)N1CC(C)(F)F,IC50,'=',4.3,nM,8.37,,575999,UO_0000065,17.7,0.34,3.97,13.93,0,CHEMBL5731672,ERalpha Binding Assay: The assay principle is that ER alpha-LBD (GST) is added to a fluorescent ligand to form a receptor/fluorophore complex. A terbium-labelled anti-GST antibody (Product code PV3551) is used to indirectly label the receptor by binding to its GST tag,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL6009034,,None,475.53,0,4.92,BDBM300961,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)cc2)N1CC(F)(F)F,IC50,'=',0.05,nM,10.3,,575914,UO_0000065,21.66,0.41,5.38,21.83,0,CHEMBL5731673,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL379213,,None,284.27,0,1.81,1ab,COc1cc(O)c2c(=O)n(-c3ccc(O)cc3)cnc2c1,IC50,'=',25956,nM,4.59,,,UO_0000065,16.13,0.3,2.78,5.42,0,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146098,1,Scientific Literature,J Med Chem,2006,None,,,,25956
CHEMBL380359,,None,284.27,0,1.29,1aar,O=c1c2c(CO)cc(O)cc2ncn1-c1ccc(O)cc1,IC50,'=',121,nM,6.92,,,UO_0000065,24.33,0.45,5.63,7.24,0,CHEMBL860989,Displacement of [3H]estrone from ER alpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146098,1,Scientific Literature,J Med Chem,2006,None,,,,121
CHEMBL214693,,None,360.25,0,4.16,1,CCCCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',141,nM,6.85,,,UO_0000065,19.02,0.43,2.69,11.68,0,CHEMBL855873,Binding affinity to human recombinant ERalpha by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,141
CHEMBL213070,,None,346.23,0,3.77,37,CCCC12CCC(=O)C(Br)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',3301,nM,5.48,,,UO_0000065,15.83,0.36,1.71,9.35,0,CHEMBL855873,Binding affinity to human recombinant ERalpha by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,,,,3301
CHEMBL5988881,,None,506.57,1,3.86,BDBM306778,COc1cc(OCCNCCCF)ncc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)CO,IC50,'=',0.21,nM,9.68,,588338,UO_0000065,19.1,0.37,5.82,11.71,0,CHEMBL5731782,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5725966,37,BindingDB Patent Bioactivity Data,,2018,None,,,,0.21
CHEMBL6037451,,None,480.53,1,5.41,BDBM306768,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NCCNCCCF)cc2F)N1CC(F)F,IC50,'=',1.6,nM,8.8,,588317,UO_0000065,18.3,0.35,3.39,20.41,0,CHEMBL5731781,ERalpha Binding Assay: Compounds were dosed directly from a compound source microplate containing serially diluted compound (4 wells containing 10 mM,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5793901,,None,477.55,1,5.63,BDBM306769,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cc2F)N1CC(C)(F)F,IC50,'=',0.2,nM,9.7,,588320,UO_0000065,20.31,0.39,4.07,24.07,0,CHEMBL5731782,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5725966,37,BindingDB Patent Bioactivity Data,,2018,None,,,,0.2
CHEMBL5972690,,None,487.57,0,4.14,BDBM306776,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cnc(NCCNCCCF)cc2F)N1CC1(F)COC1,IC50,'=',10,nM,8,,588333,UO_0000065,16.41,0.31,3.86,12.27,0,CHEMBL5731781,ERalpha Binding Assay: Compounds were dosed directly from a compound source microplate containing serially diluted compound (4 wells containing 10 mM,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5794121,,None,460.54,0,4.8,BDBM306777,Cc1cc(OCCNCCCF)ncc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)F,IC50,'=',3.1,nM,8.51,,588335,UO_0000065,18.48,0.35,3.71,16,0,CHEMBL5731781,ERalpha Binding Assay: Compounds were dosed directly from a compound source microplate containing serially diluted compound (4 wells containing 10 mM,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5794121,,None,460.54,0,4.8,BDBM306777,Cc1cc(OCCNCCCF)ncc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)F,IC50,'=',1.8,nM,8.74,,588336,UO_0000065,18.99,0.36,3.94,16.44,0,CHEMBL5731782,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5725966,37,BindingDB Patent Bioactivity Data,,2018,None,,,,1.8
CHEMBL6065596,,None,495.54,1,5.42,BDBM306729,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1C[C@H](F)CF,IC50,'=',0.5,nM,9.3,,588242,UO_0000065,18.77,0.36,3.88,23.09,0,CHEMBL5731782,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5725966,37,BindingDB Patent Bioactivity Data,,2018,None,,,,0.5
CHEMBL5966618,,None,507.57,1,4.83,BDBM306731,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCNCCCF)cc2F)N1CC(C)(F)CO,IC50,'=',0.086,nM,10.07,,588244,UO_0000065,19.83,0.38,5.24,16.63,0,CHEMBL5731782,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5725966,37,BindingDB Patent Bioactivity Data,,2018,None,,,,0.086
CHEMBL1399,ANASTROZOLE,4,293.37,0,2.93,ANASTROZOLE,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL6035224,,None,470.56,0,3.97,BDBM306746,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OCCNCCCF)cn2)N1CC1(F)COC1,IC50,'=',41,nM,7.39,,588274,UO_0000065,15.7,0.3,3.42,11.84,0,CHEMBL5731782,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5725966,37,BindingDB Patent Bioactivity Data,,2018,None,,,,41
CHEMBL564201,6-AZAURIDINE,None,245.19,0,-3.46,AZAURIDINE,O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,IC50,,,,,,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,,,,,,0,CHEMBL1909145,DRUGMATRIX: Estrogen ERalpha radioligand binding (ligand: [3H] Estradiol),B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1909046,15,DrugMatrix,,,CHEMBL3308860,,,Not active,
CHEMBL5877556,,None,559.58,2,7.38,BDBM263804,Oc1ccc2c(c1)CCCC(c1cc(F)c(OC(F)F)c(F)c1)=C2c1ccc(O[C@H]2CCN(CCCF)C2)cc1,IC50,'=',595,nM,6.22,,501268,UO_0000065,11.13,0.21,-1.15,14.85,0,CHEMBL5730980,Estrogen Receptor Coactivator Assay: It is a competition assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5988543,,None,474.58,0,4.87,BDBM263808,Nc1ncc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cn1,IC50,'=',27,nM,7.57,,501279,UO_0000065,15.95,0.3,2.7,8.96,0,CHEMBL5730979,Estrogen Receptor Coactivator Assay: It is a competition assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5866400,,None,466.58,0,4.25,BDBM300988,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2ccc(NC3CN(CCCF)C3)nc2)N1CC1(F)CC1,IC50,'=',160,nM,6.8,,575967,UO_0000065,14.57,0.27,2.55,11.31,0,CHEMBL5731672,ERalpha Binding Assay: The assay principle is that ER alpha-LBD (GST) is added to a fluorescent ligand to form a receptor/fluorophore complex. A terbium-labelled anti-GST antibody (Product code PV3551) is used to indirectly label the receptor by binding to its GST tag,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5858803,,None,496.61,0,4.26,BDBM300934,COc1cc(NC2CN(CCCF)C2)ncc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC1(F)CC1,IC50,'=',360,nM,6.44,,575877,UO_0000065,12.98,0.24,2.18,9.3,0,CHEMBL5731672,ERalpha Binding Assay: The assay principle is that ER alpha-LBD (GST) is added to a fluorescent ligand to form a receptor/fluorophore complex. A terbium-labelled anti-GST antibody (Product code PV3551) is used to indirectly label the receptor by binding to its GST tag,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5898058,,None,501.57,2,5.13,BDBM300942,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC1(F)CC1,IC50,'=',20,nM,7.7,,575881,UO_0000065,15.35,0.29,2.57,16.31,0,CHEMBL5731672,ERalpha Binding Assay: The assay principle is that ER alpha-LBD (GST) is added to a fluorescent ligand to form a receptor/fluorophore complex. A terbium-labelled anti-GST antibody (Product code PV3551) is used to indirectly label the receptor by binding to its GST tag,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5788112,,None,523.6,2,6.79,BDBM263771,COc1c(F)cc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cc1F,IC50,'=',129,nM,6.89,,501172,UO_0000065,13.16,0.25,0.1,16.43,0,CHEMBL5730980,Estrogen Receptor Coactivator Assay: It is a competition assay,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4225888,,None,302.48,1,5.96,4,CCCC(CCC)(c1ccc(O)c(C)c1)c1cc(C)cs1,IC50,'=',1129,nM,5.95,,,UO_0000065,19.66,0.39,-0.01,29.4,0,CHEMBL4222058,Displacement of Fluormone ES2 from full length recombinant human untagged ERalpha expressed in Sf insect cells by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4219131,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,1129
CHEMBL3657175,,None,500.64,2,6.34,BDBM129658,COc1cc(Cn2c(-c3ccc(O)cc3)c(C)c3cc(O)ccc32)ccc1OCCN1CCCCCC1,IC50,'=',57,nM,7.24,,261381,UO_0000065,14.47,0.27,0.9,10.8,0,CHEMBL5729815,Binding Assay: The competition assay was performed in a 96-well plate (polystyrene*) which binds <2.0% of the total input [3H]-17beta-estradiol and each data point was gathered in triplicate. 100 uG/100 uL of the receptor preparation was aliquoted per well. A saturating dose of 2.5 nM [3H]17beta-estradiol+competitor (or buffer) in a 50 uL volume was added in the preliminary competition when 100x and 500x competitor were evaluated,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5984359,,None,456.51,1,5.88,BDBM292004,C[C@H](CF)CN1C(c2c(F)cc(/C=C/C(=O)O)cc2F)c2[nH]c3ccccc3c2CC1(C)C,IC50,'=',570,nM,6.24,,574823,UO_0000065,13.68,0.26,0.36,11.08,0,CHEMBL5731657,MCF-7 ER Down Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM) (Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum Cells were syringed once using a sterile 18 G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per ml and 40 μl per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4874242,,None,672.72,2,6.61,18a,O=C(O)CCCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)N(CC(F)(F)F)c4ccccc4)C2O3)cc1,IC50,'=',5900,nM,5.23,,,UO_0000065,7.77,0.15,-1.38,3.92,0,CHEMBL4822809,Antagonist activity at ERalpha (unknown origin) expressed in human HEK293T cells assessed as inhibition of 17beta-estradiol-induced transcriptional activities by measuring ERE driven reporter gene expression measured after 24 hrs by dual luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4819131,1,Scientific Literature,Bioorg Med Chem,2021,None,TIME = 24.0 hr,ANTAGONIST,,5.9
CHEMBL208085,,None,471.55,1,5.4,2d-(R),Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCC3)cc1)C1=C2COc2cc(O)ccc21,IC50,'=',51,nM,7.29,,,UO_0000065,15.46,0.28,1.89,10.21,0,CHEMBL867524,Binding affinity to ERalpha,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147723,1,Scientific Literature,J Med Chem,2006,None,,,,51
CHEMBL304552,,None,463.6,1,5.93,4-D,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',0.8,nM,9.1,,,UO_0000065,19.62,0.38,3.17,14.63,1,CHEMBL679890,In vitro binding affinity for Estrogen receptor alpha in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149328,1,Scientific Literature,J Med Chem,2004,CHEMBL3307715,,,,0.8
CHEMBL5832261,,None,517.49,2,5.81,BDBM361440,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)c(F)cc(OCCNCCCF)c2F)N1CC(F)(F)F,IC50,'=',2.7,nM,8.57,,714521,UO_0000065,16.56,0.33,2.76,21.27,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5954593,,None,482.5,0,4.93,BDBM361447,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2cc(OCCNCCCF)ncc2F)N1CC(F)(F)F,IC50,'=',0.26,nM,9.59,,714535,UO_0000065,19.87,0.39,4.66,18.02,0,CHEMBL5733100,MCF-7 ER Down-Regulation Assay: The ability of compounds to down-regulate Estrogen Receptor (ER) numbers was assessed in a cell based immuno-fluorescence assay using the MCF-7 human ductal carcinoma breast cell line. MCF-7 cells were revived directly from a cryovial (approx 5×106 cells) in Assay Medium (phenol red free Dulbecco's Modified Eagle's medium (DMEM); Sigma D5921) containing 2 mM L-Glutamine and 5% (v/v) Charcoal/Dextran treated foetal calf serum. Cells were syringed once using a sterile 18G×1.5 inch (1.2×40 mm) broad gauge needle and cell density was measured using a Coulter Counter (Beckman). Cells were further diluted in Assay Medium to a density of 3.75×104 cells per mL and 40 μL per well added to transparent bottomed,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5908705,,None,492.56,1,5.44,BDBM361448,COc1ccc(NCCNCCCF)cc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,IC50,'=',7.9,nM,8.1,,714536,UO_0000065,16.45,0.32,2.66,15.49,0,CHEMBL5733099,ERalpha Binding Assay: The ability of compounds to bind to isolated Estrogen Receptor Alpha Ligand binding domain (ER alphaLBD (GST)) was assessed in competition assays using a LanthaScreen Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) detection end-point. For the LanthaScreen TR-FRET endpoint,,,,,,,,,,,,,,,,,,,,,,,,,
